Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",14.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",14.6
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",14.5
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Vinh Long,,under 5 years old,,"Per 1,000 live births",14.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",21.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",18.7
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",18.7
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",18.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",17.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",17.4
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",17.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",17.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dong Thap,,under 5 years old,,"Per 1,000 live births",16.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",23.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",22.9
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",22.7
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",21.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",21.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",21.2
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",20.9
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",20.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],An Giang,,under 5 years old,,"Per 1,000 live births",20.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",20.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",19.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",19.5
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",18.8
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",18.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",18.5
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",18.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",18.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Kien  Giang,,under 5 years old,,"Per 1,000 live births",17.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",14.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",14.6
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",14.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.9
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.4
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.4
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Can Tho,,under 5 years old,,"Per 1,000 live births",13.2
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",15.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",15.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",15.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",15.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",15.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",14.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",14.6
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",14.5
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hau Giang,,under 5 years old,,"Per 1,000 live births",14.2
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",22.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",20.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",20.7
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",20.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",19.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",19.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",19.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",18.9
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Soc Trang,,under 5 years old,,"Per 1,000 live births",18.6
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",19.2
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",19.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",19.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",18.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",18.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",17.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",17.5
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",17.4
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Lieu,,under 5 years old,,"Per 1,000 live births",17.2
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",21.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",17.8
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",17.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",17.2
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",16.9
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",16.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",16.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",16.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ca Mau,,under 5 years old,,"Per 1,000 live births",15.9
