Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",8.1
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",8.1
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.9
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.7
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.6
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.4
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ho Chi Minh city,,under 1 year old,,"Per 1,000 live births",7.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.8
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",10.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",10.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",10.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.7
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.5
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.4
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.2
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Long An,,under 1 year old,,"Per 1,000 live births",9.0
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",10.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.6
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.6
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",9.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",8.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",8.8
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tien Giang,,under 1 year old,,"Per 1,000 live births",8.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",11.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",10.4
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",10.3
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",10.3
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",10.0
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",9.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",9.6
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",9.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",9.4
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ben Tre,,under 1 year old,,"Per 1,000 live births",9.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",15.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",13.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",12.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",12.9
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",12.5
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",12.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",12.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",11.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",11.8
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tra Vinh,,under 1 year old,,"Per 1,000 live births",11.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",11.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",11.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",10.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",10.6
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",10.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",10.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",9.9
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",9.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",9.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Vinh Long,,under 1 year old,,"Per 1,000 live births",9.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",14.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",12.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",12.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",12.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",12.1
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",11.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",11.7
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",11.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",11.4
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dong Thap,,under 1 year old,,"Per 1,000 live births",11.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",15.8
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",14.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",15.2
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",15.1
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",14.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",14.4
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",14.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",13.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",13.8
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],An Giang,,under 1 year old,,"Per 1,000 live births",13.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",13.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",13.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",13.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",12.1
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Kien  Giang,,under 1 year old,,"Per 1,000 live births",11.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.5
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",9.0
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",8.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Can Tho,,under 1 year old,,"Per 1,000 live births",8.8
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.6
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.6
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",10.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",9.9
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",9.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",9.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hau Giang,,under 1 year old,,"Per 1,000 live births",9.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",15.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",14.3
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",13.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",13.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",13.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",13.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",12.9
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",12.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",12.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Soc Trang,,under 1 year old,,"Per 1,000 live births",12.4
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",12.8
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",13.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",12.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",12.7
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",12.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",12.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",11.9
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",11.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",11.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Lieu,,under 1 year old,,"Per 1,000 live births",11.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",14.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",12.9
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",11.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",11.9
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",11.5
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",11.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",11.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",10.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",10.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ca Mau,,under 1 year old,,"Per 1,000 live births",10.6
